username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
EuroMaidanEN;2014-02-14 09:00;0;0;"Let our people go.. #euromaidan http:// fb.me/3ktAma4jT";;;#euromaidan;"434371468466880512";https://twitter.com/EuroMaidanEN/status/434371468466880512
Advox;2014-02-14 08:59;2;1;"#Ukraine : Netizens taking #Euromaidan protests to the web http:// bit.ly/1cz94Q0";;;#Ukraine #Euromaidan;"434371382890496000";https://twitter.com/Advox/status/434371382890496000
PuebloValiente1;2014-02-14 08:59;0;0;"#Venezuela #Euromaidan Currently 100+ students imprisoned & tortured by the Venezuelan gov. for peacefully protesting against tyranny.";;;#Venezuela #Euromaidan;"434371336043892736";https://twitter.com/PuebloValiente1/status/434371336043892736
patrickgjackson;2014-02-14 08:57;0;0;"#Ukraine frees all protesters detained during unrest - and opposition moves to ease blockade http:// bbc.in/1dPonE1 #euromaidan";;;#Ukraine #euromaidan;"434370950302150656";https://twitter.com/patrickgjackson/status/434370950302150656
BSBonner;2014-02-14 08:57;0;1;"Maidan Council agrees to partially restore traffic on Hrushevskoho Street #ukraine #kyiv #euromaidan http://www. kyivpost.com/content/kyiv/m aidan-council-agrees-to-partially-restore-traffic-on-hrushevskoho-street-336855.html …";;;#ukraine #kyiv #euromaidan;"434370752519741440";https://twitter.com/BSBonner/status/434370752519741440
tetyUAna;2014-02-14 08:54;1;0;"PHOTO: #revolution_ua_style 'extremists' are fixing the piano on barricades. Yes, there is one indeed http:// tinyurl.com/oclyx8a #Euromaidan";;;#revolution_ua_style #Euromaidan;"434370096304119808";https://twitter.com/tetyUAna/status/434370096304119808
CWynnykWilson;2014-02-14 08:50;0;0;"#euromaidan hostages released authorities warned not to use violence again Hrushevskoho to open http:// bit.ly/1iW8SQ3 #digitalmaidan @VP";;@VP;#euromaidan #digitalmaidan;"434369027104714752";https://twitter.com/CWynnykWilson/status/434369027104714752
EuromaidanPR;2014-02-14 08:42;3;1;"A Child’s Letter to the #EuroMaidan Right Sector http:// goo.gl/J69r92 |PR News";;;#EuroMaidan;"434367106797142016";https://twitter.com/EuromaidanPR/status/434367106797142016
Beyond_Violence;2014-02-14 08:41;0;0;"#Ukraine protesters freed under amnesty but streets still tense #Euromaidan @Reuters #laydownyourarms http://www. reuters.com/article/2014/0 2/14/us-ukraine-amnesty-idUSBREA1D15D20140214?rpc=401& …";;@Reuters;#Ukraine #Euromaidan #laydownyourarms;"434366847790895104";https://twitter.com/Beyond_Violence/status/434366847790895104
schlegsua;2014-02-14 08:40;0;0;"Valentine's Day #Euromaidan style pic.twitter.com/ExdLxeGa4d";;;#Euromaidan;"434366589261971456";https://twitter.com/schlegsua/status/434366589261971456
Beyond_Violence;2014-02-14 08:38;0;0;"#Ukraine ’s churches unite in supporting demonstrators #Euromaidan #laydownyourarms http://www. catholicculture.org/news/headlines /index.cfm?storyid=20494&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+CatholicWorldNewsFeatureStories+%28Catholic+World+News+%28on+CatholicCulture.org%29%29 …";;;#Ukraine #Euromaidan #laydownyourarms;"434366130560720896";https://twitter.com/Beyond_Violence/status/434366130560720896
EuromaidanPR;2014-02-14 08:37;2;1;"Situation on #Grushevskogo appears to be relatively calm 4 now Live Feed: http:// spilno.tv |PR Live Feed #Euromaidan #ukraineprotests";Ukraine;;#Grushevskogo #Euromaidan #ukraineprotests;"434365801877872640";https://twitter.com/EuromaidanPR/status/434365801877872640
Beyond_Violence;2014-02-14 08:36;0;0;"How #socialmedia spreads protest tactics from #Ukraine to #Egypt #Euromaidan #laydownyourarms @washingtonpost http://www. washingtonpost.com/blogs/monkey-c age/wp/2014/02/14/how-social-media-spreads-protest-tactics-from-ukraine-to-egypt/ …";;@washingtonpost;#socialmedia #Ukraine #Egypt #Euromaidan #laydownyourarms;"434365562895216640";https://twitter.com/Beyond_Violence/status/434365562895216640
Beyond_Violence;2014-02-14 08:34;1;0;"New protest planned in #kyiv to prepare 'peaceful offensive' #Ukraine #Euromaidan #laydownyourarms http://www. eubusiness.com/news-eu/ukrain e-unrest.ttl …";;;#kyiv #Ukraine #Euromaidan #laydownyourarms;"434364918230708224";https://twitter.com/Beyond_Violence/status/434364918230708224
Beyond_Violence;2014-02-14 08:32;0;0;"National Resistance Hadquarters: All protesters in #Ukraine released from custody #laydownyourarms #Euromaidan http://www. kyivpost.com/content/ukrain e/national-resistance-headquarters-all-protesters-in-ukraine-released-from-custod-336842.html …";;;#Ukraine #laydownyourarms #Euromaidan;"434364513933352960";https://twitter.com/Beyond_Violence/status/434364513933352960
NatNatpaw;2014-02-14 08:31;1;0;"#Ukraine opposition leaders to meet w #German Chancellor #Merkel Feb 17 on her invitation. Significant? #euromaidan http://www. radiosvoboda.org/content/articl e/25264315.html …";;;#Ukraine #German #Merkel #euromaidan;"434364246294425600";https://twitter.com/NatNatpaw/status/434364246294425600
BSBonner;2014-02-14 08:31;0;0;"Protesters play piano concert on St. Valentine's Day #Ukraine #euromaidan #kyiv #kiev #kyivpost http://www. kyivpost.com/multimedia/pho to/protesters-play-piano-concert-on-st-valentines-day-336862.html …";;;#Ukraine #euromaidan #kyiv #kiev #kyivpost;"434364209686511616";https://twitter.com/BSBonner/status/434364209686511616
